iter	Logloss
0	0.625217896
1	0.5610102411
2	0.5172246503
3	0.470851779
4	0.4272075632
5	0.3840523274
6	0.3442086882
7	0.3061632715
8	0.2724981268
9	0.2444069924
10	0.227363777
11	0.2075393232
12	0.1907698204
13	0.1725038444
14	0.1548384465
15	0.1425205036
16	0.1310902159
17	0.1231144399
18	0.1146848073
19	0.106953915
20	0.09910496539
21	0.0908751089
22	0.08470480546
23	0.07731802487
24	0.07298245546
25	0.06715152627
26	0.06301786689
27	0.05955591051
28	0.05597810506
29	0.05277534696
30	0.05009838346
31	0.04741239005
32	0.04514953478
33	0.04230114465
34	0.03968468827
35	0.03791328098
36	0.03645268628
37	0.0349480213
38	0.03338965916
39	0.0321100945
40	0.03062574459
41	0.0292596988
42	0.02793638464
43	0.02690848211
44	0.02592724689
45	0.02451216622
46	0.02329704699
47	0.02235335737
48	0.02160533253
49	0.02083033321
50	0.02016724346
51	0.01946362123
52	0.0188721568
53	0.01841386673
54	0.01786104929
55	0.01746417936
56	0.01692255306
57	0.01638980287
58	0.01576983604
59	0.01537777861
60	0.0150988418
61	0.01464269603
62	0.01418198669
63	0.01388175916
64	0.01353764341
65	0.01326419953
66	0.01298494375
67	0.01271698912
68	0.01243866157
69	0.01207421451
70	0.01177014439
71	0.01144219768
72	0.0111199422
73	0.01092888511
74	0.01087238806
75	0.01064531618
76	0.01044547632
77	0.01026765356
78	0.0100844583
79	0.009834675825
80	0.009652748537
81	0.00945566571
82	0.009294713269
83	0.009174034082
84	0.009050045403
85	0.008896877379
86	0.008833782472
87	0.008718286778
88	0.008591167464
89	0.008475209977
90	0.008327750023
91	0.008303103907
92	0.008195186477
93	0.00810250521
94	0.007981268315
95	0.007957851039
96	0.007840494916
97	0.007754825323
98	0.007664914681
99	0.007566363747
100	0.007484549715
101	0.007403454209
102	0.007271582654
103	0.007176446095
104	0.007045653196
105	0.006980266403
106	0.006895670505
107	0.006823122345
108	0.006755928628
109	0.006687722871
110	0.006607041063
111	0.006560464698
112	0.006490293691
113	0.00642530781
114	0.006351272668
115	0.006257731243
116	0.006175960612
117	0.00611847734
118	0.006055853729
119	0.005990947671
120	0.00594784762
121	0.005886181448
122	0.005859722938
123	0.005803519155
124	0.005738408626
125	0.005721270053
126	0.005667822337
127	0.005599018105
128	0.005552908655
129	0.005518173563
130	0.005438527942
131	0.005422962612
132	0.005410317005
133	0.005398159518
134	0.005348756665
135	0.005334555542
136	0.005260198639
137	0.005186923186
138	0.005169443485
139	0.005085424703
140	0.005072221378
141	0.005053630033
142	0.004985533089
143	0.004926764545
144	0.004870378018
145	0.004810889308
146	0.00476210544
147	0.004727870621
148	0.004686387692
149	0.004656062047
150	0.004608949808
151	0.004552853019
152	0.004499904865
153	0.004471155662
154	0.004437823209
155	0.004400289109
156	0.0043562318
157	0.004327315146
158	0.004306763902
159	0.004279913583
160	0.004266056408
161	0.004258622873
162	0.004218546626
163	0.004182434184
164	0.004153090136
165	0.004131360475
166	0.004125162083
167	0.004118679104
168	0.004100474233
169	0.004077213126
170	0.004035015275
171	0.003996417694
172	0.003990368447
173	0.003944690623
174	0.003929503718
175	0.003917769567
176	0.003909657819
177	0.003865880067
178	0.00385784483
179	0.003852140926
180	0.003823017747
181	0.00380717405
182	0.003800771144
183	0.00378608806
184	0.003772986389
185	0.003737506746
186	0.003701757067
187	0.003678514339
188	0.003637745056
189	0.003586840418
190	0.003565536671
191	0.003534598654
192	0.00352797651
193	0.003522081783
194	0.003507899537
195	0.003471585117
196	0.003465479699
197	0.003461208012
198	0.003447973424
199	0.003429638153
200	0.003409936255
201	0.003404321967
202	0.003392152226
203	0.00336841059
204	0.003350852875
205	0.003325087442
206	0.003302265577
207	0.003291670774
208	0.003251065098
209	0.003241512436
210	0.003231599095
211	0.003205845311
212	0.003199459494
213	0.003176602381
214	0.003169308765
215	0.003157496367
216	0.003122661563
217	0.00309395041
218	0.003060743976
219	0.003037681085
220	0.003028116102
221	0.003011825178
222	0.00298274616
223	0.002977256329
224	0.002956101075
225	0.00295207784
226	0.002945906253
227	0.002918734913
228	0.002900915523
229	0.002895895674
230	0.002875727644
231	0.002863342241
232	0.002858699461
233	0.002854225986
234	0.002832078196
235	0.002818569176
236	0.002796183399
237	0.002778635712
238	0.002769949178
239	0.002757307528
240	0.002751721678
241	0.002733386459
242	0.002728139965
243	0.002707140317
244	0.002701353488
245	0.002683803246
246	0.002666851553
247	0.002643870983
248	0.002641362917
249	0.002620061965
250	0.002596108699
251	0.002574580716
252	0.002552904073
253	0.002531858827
254	0.002526693293
255	0.002507273627
256	0.002500845558
257	0.002487654395
258	0.002481643177
259	0.002473650336
260	0.002449129693
261	0.002431977129
262	0.002426093405
263	0.002401885349
264	0.002382963857
265	0.00236586321
266	0.002350288785
267	0.002342027388
268	0.002325094934
269	0.002322414851
270	0.002301426813
271	0.002299605913
272	0.002286739128
273	0.002283453093
274	0.002264969349
275	0.002248483503
276	0.002228303337
277	0.002216267522
278	0.002200086354
279	0.002184048835
280	0.002168557445
281	0.002166053676
282	0.002149950548
283	0.002146130176
284	0.002131119907
285	0.002120568281
286	0.002108097143
287	0.002095301976
288	0.002079615255
289	0.002063120742
290	0.002059603174
291	0.00204543722
292	0.002034007969
293	0.00203159956
294	0.002028270115
295	0.002018651436
296	0.002003521489
297	0.001993020789
298	0.001985361218
299	0.001972311167
300	0.001970057701
301	0.001959362372
302	0.00194571129
303	0.001934657217
304	0.001917680465
305	0.001914475818
306	0.00190257392
307	0.001888831878
308	0.001874790176
309	0.001856502326
310	0.001843037756
311	0.001833422982
312	0.001822513309
313	0.001810318137
314	0.001807134182
315	0.001793829288
316	0.001792144616
317	0.001780185404
318	0.001778452888
319	0.001764448798
320	0.001758003603
321	0.001755070477
322	0.001753306474
323	0.001742269914
324	0.001736438659
325	0.001723822043
326	0.001710084909
327	0.001696691455
328	0.001687871971
329	0.001685865605
330	0.001684887368
331	0.001672056683
332	0.001666423223
333	0.001655066388
334	0.001646693484
335	0.00163965034
336	0.001631300493
337	0.001621928997
338	0.001611707392
339	0.001599208665
340	0.001589435626
341	0.001580411272
342	0.001568592625
343	0.001560077276
344	0.001557456969
345	0.001549229233
346	0.001539043593
347	0.001530765164
348	0.001524253149
349	0.001514053069
350	0.001511051381
351	0.001499939396
352	0.001493398947
353	0.001484710466
354	0.001478467342
355	0.001470833205
356	0.001465270576
357	0.001457222134
358	0.00144970854
359	0.001442661317
360	0.001436718332
361	0.001429770143
362	0.001422603626
363	0.001416676798
364	0.001414195546
365	0.001406689897
366	0.001398797383
367	0.001390522249
368	0.001386064923
369	0.001378356969
370	0.001372792232
371	0.001364935622
372	0.001359808273
373	0.001353790131
374	0.001347418838
375	0.001341887262
376	0.001338167614
377	0.001331462641
378	0.001324131954
379	0.001315905317
380	0.001308780101
381	0.001305219131
382	0.001298988577
383	0.001297008974
384	0.001290191483
385	0.001283508004
386	0.001281289632
387	0.001274742242
388	0.001268321218
389	0.001262022918
390	0.001257005707
391	0.001251262245
392	0.001249282944
393	0.001243184257
394	0.001236410919
395	0.001230101088
396	0.001224235758
397	0.001218439056
398	0.001211903524
399	0.001204464487
400	0.001198499501
401	0.001192991211
402	0.001191281658
403	0.001188424921
404	0.001182854365
405	0.001177507873
406	0.001172601818
407	0.001171091907
408	0.001165934399
409	0.001160866478
410	0.001155291163
411	0.001150342112
412	0.00114367228
413	0.001137130458
414	0.001130712883
415	0.001129289232
416	0.001124087526
417	0.001120851406
418	0.001114644886
419	0.0011085534
420	0.001103591863
421	0.001100742025
422	0.001097639585
423	0.001096306602
424	0.00109043755
425	0.001088168012
426	0.001084014773
427	0.001078324476
428	0.001073496325
429	0.001068809357
430	0.001067547984
431	0.001066289431
432	0.001061813584
433	0.001060586867
434	0.001056075491
435	0.001050656988
436	0.001046443438
437	0.001041149192
438	0.001039512097
439	0.001036557548
440	0.001032447063
441	0.00103127749
442	0.001027926062
443	0.001022821098
444	0.001021638779
445	0.001018835465
446	0.001017717363
447	0.00101496845
448	0.001012261154
449	0.001009078739
450	0.001007974421
451	0.001006881542
452	0.001004255051
453	0.001003099637
454	0.0009992720605
455	0.0009967139571
456	0.0009955663149
457	0.0009921117956
458	0.0009910001555
459	0.0009890152607
460	0.0009865378186
461	0.0009831925018
462	0.0009815713039
463	0.0009782888986
464	0.0009750684492
465	0.0009727043584
466	0.000970785416
467	0.0009676480407
468	0.0009666655898
469	0.0009648266765
470	0.000961746699
471	0.000960107245
472	0.0009588021869
473	0.0009557745691
474	0.000952802445
475	0.0009521504049
476	0.0009508770415
477	0.0009501214448
478	0.0009479221928
479	0.0009466217391
480	0.000945888703
481	0.0009447256608
482	0.0009425688287
483	0.0009396870243
484	0.0009366377205
485	0.0009359331803
486	0.0009352413726
487	0.0009341320214
488	0.0009330598027
489	0.0009300472726
490	0.0009286485292
491	0.0009279898573
492	0.0009250567719
493	0.0009240797834
494	0.0009234367466
495	0.0009216717627
496	0.0009206833934
497	0.0009173091307
498	0.0009163284854
499	0.0009134637329
500	0.0009128355392
501	0.0009120167026
502	0.0009112198485
503	0.0009079822662
504	0.0009052068055
505	0.0009042861324
506	0.0009026347276
507	0.0009018825306
508	0.0008987646476
509	0.000898185038
510	0.0008976312471
511	0.0008960406641
512	0.0008954955495
513	0.0008946734345
514	0.0008941442915
515	0.0008936223826
516	0.0008929533585
517	0.0008899270109
518	0.0008894040313
519	0.0008867170899
520	0.0008859422575
521	0.0008852997007
522	0.0008818625864
523	0.0008795289323
524	0.0008786356312
525	0.0008781434334
526	0.0008776576302
527	0.000877178034
528	0.0008767044651
529	0.0008762367521
530	0.000875774731
531	0.0008753182447
532	0.0008748671433
533	0.000874421283
534	0.0008739805262
535	0.0008733991266
536	0.0008729677474
537	0.0008701343797
538	0.0008668476929
539	0.0008662759901
540	0.000866090616
541	0.0008646912603
542	0.0008642596304
543	0.0008636500741
544	0.0008631240037
545	0.0008599246148
546	0.0008567539997
547	0.0008541666106
548	0.0008537653143
549	0.000853589651
550	0.0008529899103
551	0.0008528175161
552	0.0008526470164
553	0.0008524783611
554	0.0008519754982
555	0.0008494237243
556	0.0008469303293
557	0.0008444933066
558	0.0008440977615
559	0.0008417116298
560	0.0008393782673
561	0.0008370959029
562	0.0008348629343
563	0.0008326776339
564	0.0008322670727
565	0.0008320905463
566	0.0008314567012
567	0.0008293030458
568	0.0008262906312
569	0.0008241866254
570	0.0008221262513
571	0.0008201081078
572	0.0008181308496
573	0.0008161931847
574	0.0008142938722
575	0.0008124317193
576	0.00081060558
577	0.0008088144286
578	0.000807057126
579	0.0008053326528
580	0.0008036400284
581	0.0008019782371
582	0.0008003464444
583	0.0007987437751
584	0.000797584603
585	0.0007960042943
586	0.0007944517797
587	0.0007929261975
588	0.0007914267193
589	0.0007899526742
590	0.0007885033518
591	0.0007870780667
592	0.0007856761577
593	0.0007842969873
594	0.0007829399397
595	0.0007816044211
596	0.000780289913
597	0.0007789957499
598	0.0007777215068
599	0.0007764665586
600	0.0007752304605
601	0.0007740127808
602	0.0007728130002
603	0.000771630618
604	0.0007704652492
605	0.0007693164716
606	0.000768183924
607	0.0007670671164
608	0.0007659657141
609	0.000764879347
610	0.0007638076568
611	0.0007627502961
612	0.0007617069289
613	0.0007606772294
614	0.0007596609234
615	0.0007586576623
616	0.0007576671094
617	0.0007566890187
618	0.0007557231115
619	0.0007547691175
620	0.0007538267743
621	0.0007528958277
622	0.0007519760305
623	0.0007510671433
624	0.0007501689334
625	0.0007492811749
626	0.0007484036485
627	0.0007477676131
628	0.0007468970978
629	0.0007460365136
630	0.0007451856879
631	0.0007443443543
632	0.0007435123521
633	0.0007426895241
634	0.0007418756233
635	0.0007410705034
636	0.0007397317255
637	0.0007389321807
638	0.0007381412117
639	0.0007373586491
640	0.0007365843572
641	0.0007358181178
642	0.0007350598044
643	0.0007343092655
644	0.0007335663538
645	0.0007328309256
646	0.0007321028416
647	0.0007313819656
648	0.0007306681655
649	0.0007299613122
650	0.0007292613054
651	0.0007285679972
652	0.0007278812683
653	0.0007272009786
654	0.0007265270398
655	0.0007258593417
656	0.0007251977766
657	0.0007245422399
658	0.0007238926294
659	0.0007232488452
660	0.0007226107903
661	0.0007197715004
662	0.0007191390264
663	0.0007185121177
664	0.0007178906827
665	0.0007172746322
666	0.0007166638997
667	0.0007160583587
668	0.000715457947
669	0.0007148626035
670	0.0007142722287
671	0.0007136867258
672	0.0007131060392
673	0.000712530114
674	0.0007119588587
675	0.0007113921843
676	0.000710830041
677	0.0007102723792
678	0.0007097191147
679	0.0007091701656
680	0.0007086254867
681	0.0007080850166
682	0.000707548695
683	0.0007070164628
684	0.0007064882623
685	0.000705964037
686	0.0007054437317
687	0.0007049272922
688	0.0007044146654
689	0.0007039058151
690	0.000703400659
691	0.0007028991632
692	0.0007024012788
693	0.000701906958
694	0.000701416154
695	0.0007009288209
696	0.0007004449136
697	0.0006999643882
698	0.0006994872013
699	0.0006990133106
700	0.0006985426882
701	0.0006980752656
702	0.0006976110168
703	0.0006971499025
704	0.0006966918842
705	0.0006962369373
706	0.0006957849983
707	0.0006953360441
708	0.0006948900389
709	0.0006944469603
710	0.0006940067485
711	0.0006935693825
712	0.000693134829
713	0.0006927030555
714	0.0006922740299
715	0.0006918477324
716	0.0006914241086
717	0.00069100314
718	0.000690584808
719	0.0006901690604
720	0.00068975588
721	0.0006893452383
722	0.0006889371075
723	0.0006885314601
724	0.0006881282693
725	0.0006877275085
726	0.0006873291622
727	0.0006869331836
728	0.0006865395582
729	0.0006861482712
730	0.0006857592778
731	0.0006853725742
732	0.0006849881267
733	0.0006846059119
734	0.0006842258974
735	0.0006838480703
736	0.0006834724086
737	0.00068204381
738	0.0006816699132
739	0.0006812981672
740	0.0006809285495
741	0.0006805610384
742	0.000680195612
743	0.0006798322494
744	0.0006794709295
745	0.0006791116318
746	0.000678754336
747	0.0006783990223
748	0.000678045671
749	0.0006776942712
750	0.000677344787
751	0.0006769972163
752	0.0006766515244
753	0.0006738577397
754	0.0006735139792
755	0.0006731720778
756	0.0006728320095
757	0.0006724937648
758	0.000672157326
759	0.0006718226762
760	0.0006714897982
761	0.000671158683
762	0.0006708292989
763	0.0006705016449
764	0.00067017569
765	0.0006698514333
766	0.0006695288519
767	0.0006692079233
768	0.0006688886397
769	0.0006685709935
770	0.0006682549557
771	0.0006679405191
772	0.0006676276694
773	0.0006673163926
774	0.0006670066816
775	0.0006666985158
776	0.0006663918752
777	0.0006660867599
778	0.0006657831499
779	0.000665481026
780	0.0006651803819
781	0.000664881205
782	0.000664583483
783	0.0006642872035
784	0.0006639923544
785	0.0006636989238
786	0.0006634069059
787	0.0006631162769
788	0.0006628270315
789	0.0006625391582
790	0.0006622526459
791	0.0006619674834
792	0.0006616836599
793	0.0006614011645
794	0.0006611199865
795	0.0006608401155
796	0.0006605615409
797	0.0006602842526
798	0.0006600082403
799	0.000659733494
800	0.0006594600038
801	0.0006591877598
802	0.0006589167524
803	0.000658646972
804	0.0006583784092
805	0.0006581110545
806	0.0006578449038
807	0.0006575799377
808	0.0006573161524
809	0.0006570535439
810	0.0006567920982
811	0.0006565318067
812	0.0006562726607
813	0.0006560146468
814	0.0006557577663
815	0.000655502006
816	0.0006552473528
817	0.0006549938035
818	0.0006547413498
819	0.0006544899839
820	0.0006542396978
821	0.0006539904882
822	0.0006537423383
823	0.0006534952494
824	0.0006532492051
825	0.0006530042022
826	0.0006527602335
827	0.0006525172915
828	0.000652275369
829	0.0006520344588
830	0.0006517945538
831	0.0006515556469
832	0.0006513177313
833	0.0006510807999
834	0.0006508448459
835	0.0006506098627
836	0.0006503758475
837	0.0006501427896
838	0.0006499106785
839	0.0006496795117
840	0.0006494492829
841	0.0006492199856
842	0.0006489916135
843	0.0006487641604
844	0.0006485376202
845	0.0006483119867
846	0.0006480872539
847	0.0006478634157
848	0.0006476404662
849	0.0006474183996
850	0.0006471972099
851	0.0006463780103
852	0.0006461574686
853	0.0006459378011
854	0.0006457190019
855	0.0006455010651
856	0.0006452839848
857	0.0006450677551
858	0.0006448523739
859	0.0006446378284
860	0.0006444241166
861	0.000644211233
862	0.000643999172
863	0.0006437879282
864	0.0006435774962
865	0.0006433678707
866	0.0006431590465
867	0.0006429510183
868	0.000642743781
869	0.0006425373294
870	0.0006423316586
871	0.0006421267635
872	0.0006419226423
873	0.0006417192838
874	0.0006415166863
875	0.0006413148449
876	0.0006411137581
877	0.0006409134149
878	0.0006407138167
879	0.000640514956
880	0.000640316825
881	0.0006401194223
882	0.0006399227435
883	0.0006397267868
884	0.0006395315422
885	0.0006393370081
886	0.0006391431803
887	0.0006389500572
888	0.0006387576289
889	0.0006385658969
890	0.0006383748513
891	0.0006381844908
892	0.0006379948114
893	0.0006378058117
894	0.0006376174821
895	0.0006374298215
896	0.0006372428259
897	0.0006370564913
898	0.0006368708139
899	0.0006366857898
900	0.0006365014151
901	0.0006363176862
902	0.0006361345991
903	0.0006359521502
904	0.0006357703359
905	0.0006355891523
906	0.000635408596
907	0.0006352286632
908	0.0006350493505
909	0.0006348706542
910	0.0006346925734
911	0.0006345150996
912	0.0006343382317
913	0.0006341619665
914	0.0006339863005
915	0.0006338112302
916	0.0006336367525
917	0.0006334628639
918	0.0006332895635
919	0.0006331168433
920	0.0006329447026
921	0.0006327731402
922	0.0006326021507
923	0.0006324317311
924	0.0006322618758
925	0.0006320925863
926	0.0006319238551
927	0.0006317556812
928	0.0006315880639
929	0.0006314209957
930	0.0006312544759
931	0.0006310885015
932	0.0006309230716
933	0.0006307581791
934	0.0006305938232
935	0.0006304300011
936	0.0006302667098
937	0.0006301039466
938	0.0006299417087
939	0.0006297799931
940	0.0006296187973
941	0.0006294581203
942	0.0006292979556
943	0.0006291383043
944	0.0006289791598
945	0.0006288205214
946	0.0006286623865
947	0.0006285047525
948	0.0006283476167
949	0.0006281909766
950	0.0006280348295
951	0.000627879173
952	0.0006277240044
953	0.0006275693214
954	0.0006274151213
955	0.0006272614017
956	0.0006271081602
957	0.0006269553943
958	0.0006268031016
959	0.0006266512796
960	0.000626499926
961	0.0006263490384
962	0.0006261986145
963	0.0006260486519
964	0.0006258991483
965	0.0006257501014
966	0.0006256015089
967	0.0006254533702
968	0.0006253056796
969	0.0006251584367
970	0.0006250116392
971	0.0006248652849
972	0.0006247193715
973	0.000624573897
974	0.0006244288608
975	0.0006242842574
976	0.0006241400864
977	0.0006239963456
978	0.0006238530346
979	0.0006237101481
980	0.0006235676855
981	0.0006234256448
982	0.000623284024
983	0.000623142821
984	0.0006230020354
985	0.0006228616621
986	0.0006227217006
987	0.0006225821489
988	0.000622443005
989	0.0006223042671
990	0.0006221659347
991	0.0006220280029
992	0.0006218904711
993	0.0006217533376
994	0.0006216166005
995	0.0006214802578
996	0.0006213443078
997	0.0006212087485
998	0.0006210735782
999	0.0006209387949
